1,125
21,105
5,121
25,101
32,42
42,44
44,34
34,32
32,82
42,92
44,94
34,84
82,92
92,94
94,84
84,82
82,101
84,105
92,121
94,125
32,1
34,5
42,21
44,25
63,32
63,44
63,84
63,92
32,3
32,11
32,51
44,15
44,23
44,75
92,71
92,111
92,123
84,103
84,115
84,55
12,112
18,118
14,114
8,108
56,60
36,40
66,70
86,90
28,48
52,72
78,98
54,74
32,5
32,21
82,105
82,121
42,1
42,25
92,101
92,125
44,21
44,5
94,105
94,121
34,1
34,25
84,101
84,125
34,105
84,5
32,101
82,1
42,121
92,21
44,125
94,25
51,71
71,75
75,55
55,51
51,113
71,113
75,113
55,113
51,13
71,13
75,13
55,13
