51,71
71,75
55,75
55,51
7,17
19,17
19,9
9,7
107,117
117,119
119,109
109,107
51,7
51,107
71,17
71,117
75,19
75,119
55,9
55,109
3,101
3,105
51,5
51,105
103,1
103,5
55,1
55,101
51,21
51,121
11,121
11,101
71,1
71,101
111,1
111,21
71,25
71,125
23,121
23,125
75,21
75,121
123,21
123,25
75,5
75,105
15,105
15,125
55,125
55,25
115,5
115,25
111,105
111,125
123,101
123,105
115,101
115,121
103,121
103,125
11,5
11,25
23,1
23,5
15,1
15,21
3,21
3,25
32,5
32,21
82,105
82,121
42,1
42,25
92,101
92,125
44,21
44,5
94,105
94,121
34,1
34,25
84,101
84,125
34,105
84,5
32,101
82,1
42,121
92,21
44,125
94,25
113,1
113,5
113,21
113,25
13,101
13,121
13,125
13,105
61,5
61,105
61,25
61,125
65,1
65,101
65,21
65,121
73,1
73,101
73,5
73,105
53,21
53,121
53,25
53,125
